animal,ds_type,video_id,segment_id,start_time,end_time,total_time,interacting_object,video_path
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,221,0:00,0:04,4,other,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_221.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,222,0:00,0:06,6,other,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_222.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,224,NONE,NONE,7,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_224.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,230,NONE,NONE,4,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_230.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,236,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_236.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,252,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_252.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,263,NONE,NONE,10,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_263.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,268,0:04;0:08;0:12,0:08;0:12;0:15,16,vehicle;vehicle;vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_268.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,276,0:08,0:10,10,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_276.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,322,NONE,NONE,4,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_322.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,332,NONE,NONE,5,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_332.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,349,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_349.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,364,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_364.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,408,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_408.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,418,0:05,0:08,8,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_418.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,427,NONE,NONE,25,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_427.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,433,NONE,NONE,7,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_433.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,453,0:09,0:11,18,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_453.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,459,NONE,NONE,23,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_459.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,460,NONE,NONE,4,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_460.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,479,NONE,NONE,8,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_479.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,485,NONE,NONE,9,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_485.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,509,0:22,0:24,24,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_509.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,514,0:02,0:05,5,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_514.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,515,0:00,0:03,3,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_515.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,516,0:00,0:06,12,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_516.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,518,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_518.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,520,NONE,NONE,14,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_520.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,521,NONE,NONE,12,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_521.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,523,NONE,NONE,5,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_523.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,540,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_540.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,547,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_547.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,574,NONE,NONE,13,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_574.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,581,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_581.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,595,NONE,NONE,20,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_595.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,600,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_600.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,612,NONE,NONE,10,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_612.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,616,NONE,NONE,12,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_616.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,629,NONE,NONE,13,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_629.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,647,NONE,NONE,7,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_647.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,682,0:00,0:14,14,cat,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_682.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,691,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_691.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,694,NONE,NONE,13,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_694.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,703,NONE,NONE,9,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_703.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,706,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_706.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,714,NONE,NONE,8,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_714.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,735,0:04,0:13,13,cat,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_735.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,743,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_743.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,753,NONE,NONE,8,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_753.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,754,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_754.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,760,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_760.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,761,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_761.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,769,NONE,NONE,11,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_769.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,771,NONE,NONE,20,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_771.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,775,NONE,NONE,5,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_775.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,780,NONE,NONE,10,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_780.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,784,NONE,NONE,46,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_784.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,785,NONE,NONE,49,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_785.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,787,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_787.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,789,NONE,NONE,31,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_789.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,796,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_796.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,797,NONE,NONE,21,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_797.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,798,NONE,NONE,26,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_798.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,802,NONE,NONE,66,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_802.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,804,NONE,NONE,16,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_804.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,809,NONE,NONE,13,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_809.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,810,NONE,NONE,6,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_810.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,811,NONE,NONE,47,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_811.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,815,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_815.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,817,NONE,NONE,8,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_817.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,820,NONE,NONE,8,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_820.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,832,0:01,0:07,13,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_832.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,839,0:00,0:03,3,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_839.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,840,0:00,0:03,3,vehicle,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_840.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,855,0:02;0:22,0:21;0:24,24,cat;door,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_855.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,862,0:05,0:27,27,food,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_862.mp4
